	Organism Name	Genome ID	Complete?	Assembly Level	Annotation Name	BUSCO	Reference genome?	Assembly Submission Date	Assembly Name	Assembly Accession Genbank	Assembly Accession RefSeq	Comments
1	Syncerus caffer	9970	-	Scaffold	-	-	Yes	02/04/2020	synceruscaffer	GCA_902825105.1	-	
1	Tachyglossus aculeatus	9261	-	Chromosome	NCBI Annotation Release 100	C:91.6%[S:90.7%,D:0.9%],F:1.1%,M:7.2%,n:9226	Yes	09/12/2020	mTacAcu1.pri	GCA_015852505.1	GCF_015852505.1	
1	Tadarida brasiliensis	9438	-	Scaffold	-	-	Yes	15/01/2019	TadBra_v1_BIUU	GCA_004025005.1	-	
1	Talpa occidentalis	50954	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	Yes	19/10/2020	MPIMG_talOcc4v2	GCA_014898055.2	GCF_014898055.2	
1	Tamandua tetradactyla	48850	-	Chromosome	-	-	Yes	22/06/2022	mTamTet1.pri	GCA_023851605.1	-	
1	Tamias sibiricus	64680	-	Chromosome	-	-	Yes	06/10/2022	ASM2559416v1	GCA_025594165.1	-	
1	Tapirus indicus	9802	-	Scaffold	-	-	Yes	15/01/2019	TapInd_v1_BIUU	GCA_004024905.1	-	
1	Tapirus terrestris	9801	-	Scaffold	-	-	Yes	15/01/2019	TapTer_v1_BIUU	GCA_004025025.1	-	
1	Tarsipes rostratus	38632	Partial	Contig	-	-	No	24/09/2021	ERS5079811 MarsupialExonCaptKit	GCA_904813485.1	-	Partial
3	Taxidea taxus jeffersonii	2282171	-	Scaffold	-	-	Yes	30/10/2018	ASM369799v1	GCA_003697995.1	-	Higher species not available
1	Theropithecus gelada	9565	-	Chromosome	NCBI Annotation Release 100	C:98.7%[S:97.5%,D:1.2%],F:0.6%,M:0.6%,n:13780	Yes	19/06/2018	Tgel_1.0	GCA_003255815.1	GCF_003255815.1	
1	Thomomys bottae	10013	-	Scaffold	-	-	Yes	01/09/2022	mThoBot1.0.p	GCA_024803745.1	-	
1	Thryonomys swinderianus	10169	-	Scaffold	-	-	Yes	15/01/2019	ThrSwi_v1_BIUU	GCA_004025085.1	-	
1	Thylacinus cynocephalus	9275	-	Chromosome	-	-	Yes	04/04/2022	UniMelb_ThyCyn2.0_hybrid_assembly	GCA_007646695.3	-	
1	Thylogale billardierii	9327	Partial	Contig	-	-	No	24/09/2021	ERS5079583 MarsupialExonCaptKit	GCA_904811155.1	-	Partial
1	Thylogale browni	710129	Partial	Contig	-	-	No	24/09/2021	ERS5079833 MarsupialExonCaptKit	GCA_904813725.1	-	Partial, several genomes of same quality
1	Tokudaia osimensis	73109	-	Scaffold	-	-	Yes	01/11/2022	T_osimensis_1.0	GCA_027943515.1	-	
1	Tolypeutes matacus	183749	-	Scaffold	-	-	Yes	12/12/2022	mTolMat1	GCA_026826555.1	-	
1	Tonatia saurophila	171122	-	Scaffold	-	-	Yes	15/01/2019	TonSau_v1_BIUU	GCA_004024845.1	-	
1	Trachops cirrhosus	148073	-	Chromosome	-	-	Yes	09/02/2023	Trachops_cirrhosus_HiC	GCA_028533065.1	-	
1	Trachypithecus francoisi	54180	-	Scaffold	NCBI Annotation Release 100	C:98.4%[S:96.2%,D:2.2%],F:0.4%,M:1.2%,n:13780	Yes	18/12/2019	Tfra_2.0	GCA_009764315.1	GCF_009764315.1	
3	Trachypithecus phayrei crepuscula	272121	-	Contig	-	-	Yes	17/06/2022	ASM2376224v1	GCA_023762245.1	-	Higher species not available
1	Tragelaphus buxtoni	69296	-	Scaffold	-	-	Yes	24/06/2019	MTN	GCA_006411685.1	-	
1	Tragelaphus eurycerus	69297	-	Contig	-	-	Yes	28/03/2022	mTraEur1.1	GCA_935064755.1	-	
1	Tragelaphus imberbis	9947	-	Scaffold	-	-	Yes	24/06/2019	LEK	GCA_006410775.1	-	
1	Tragelaphus oryx	9945	-	Scaffold	-	-	Yes	24/06/2019	CME	GCA_006416875.1	-	
1	Tragelaphus scriptus	66440	-	Scaffold	-	-	Yes	24/06/2019	BUB	GCA_006410495.1	-	
1	Tragelaphus spekii	69298	-	Scaffold	-	-	Yes	24/06/2019	STG	GCA_006411015.1	-	
1	Tragelaphus strepsiceros	9946	-	Scaffold	-	-	Yes	24/06/2019	GTK	GCA_006410795.1	-	
1	Tragulus javanicus	9849	-	Scaffold	-	-	Yes	15/07/2019	ASM402496v2	GCA_004024965.2	-	
1	Tragulus kanchil	1088131	-	Scaffold	-	-	Yes	23/02/2022	ASM2237692v1	GCA_022376925.1	-	
1	Tremarctos ornatus	9638	-	Chromosome	-	-	Yes	09/02/2023	Tremarctos_ornatus_HiC	GCA_028551375.1	-	
3	Trichechus manatus latirostris	127582	-	Scaffold	NCBI Annotation Release 102	C:96.6%[S:96.1%,D:0.5%],F:1.5%,M:1.9%,n:11366	Yes	23/01/2012	TriManLat1.0	GCA_000243295.1	GCF_000243295.1	Higher species not available
1	Trichosurus arnhemensis	175811	Partial	Contig	-	-	No	28/01/2021	ERS5079657 MarsupialExonCaptKit	GCA_904811895.1	-	Partial
1	Trichosurus vulpecula	9337	-	Chromosome	NCBI Annotation Release 100	C:96.8%[S:92.6%,D:4.2%],F:0.7%,M:2.5%,n:9226	Yes	10/03/2020	mTriVul1.pri	GCA_011100635.1	GCF_011100635.1	
1	Tupaia belangeri	37347	-	Contig	-	-	Yes	08/06/2006	ASM18137v1	GCA_000181375.1	-	
1	Tupaia chinensis	246437	-	Scaffold	NCBI Annotation Release 102, Annotation submitted by BGI	C:96.7%[S:95.5%,D:1.2%],F:1.6%,M:1.7%,n:12692	Yes	31/01/2013	TupChi_1.0	GCA_000334495.1	GCF_000334495.1	
1	Tupaia tana	70687	-	Scaffold	-	-	Yes	07/11/2022	mTupTan1	GCA_026018925.1	-	
1	Tursiops aduncus	79784	-	Scaffold	-	-	Yes	14/06/2018	ASM322739v1	GCA_003227395.1	-	
1	Tursiops truncatus	9739	-	Chromosome	NCBI Annotation Release 102	C:98.0%[S:95.6%,D:2.4%],F:0.7%,M:1.3%,n:13335	Yes	27/03/2020	mTurTru1.mat.Y	GCA_011762595.1	GCF_011762595.1	
1	Tympanoctomys barrerae	61882	-	Scaffold	-	-	Yes	17/10/2017	Tym_barrerae_AO245_v1	GCA_002564285.1	-	
1	Typhlomys cinereus	687455	-	Scaffold	-	-	Yes	25/04/2022	KIZ_TCIN_v1.0	GCA_023101885.1	-	
1	Urocitellus parryii	9999	-	Scaffold	NCBI Annotation Release 100	C:97.0%[S:96.3%,D:0.7%],F:0.8%,M:2.2%,n:13798	Yes	24/08/2018	ASM342692v1	GCA_003426925.1	GCF_003426925.1	
1	Uromys caudimaculatus	36800	-	Chromosome	-	-	Yes	09/02/2023	Uromys_caudimaculatus_HiC	GCA_028551405.1	-	
1	Uropsilus gracilis	182669	-	Scaffold	-	-	Yes	15/01/2019	UroGra_v1_BIUU	GCA_004024945.1	-	
1	Ursus americanus	9643	-	Contig	NCBI Annotation Release 100	C:98.2%[S:97.6%,D:0.6%],F:0.5%,M:1.2%,n:14502	Yes	24/11/2021	gsc_jax_bbear_1.0	GCA_020975775.1	GCF_020975775.1	
1	Ursus arctos	9644	-	Scaffold	NCBI Annotation Release 102	C:98.7%[S:97.8%,D:0.8%],F:0.3%,M:1.0%,n:14502	Yes	20/04/2022	UrsArc1.0	GCA_023065955.1	GCF_023065955.1	
1	Ursus maritimus	29073	-	Scaffold	NCBI Annotation Release 101	C:98.4%[S:97.5%,D:0.9%],F:0.5%,M:1.1%,n:14502	Yes	09/03/2021	ASM1731132v1	GCA_017311325.1	GCF_017311325.1	
3	Ursus thibetanus japonicus	378754	-	Scaffold	-	-	No	23/08/2020	U_thibetanus_scaffold_01	GCA_014364545.1	-	Higher species not available
-	Ursus thibetanus thibetanus	441215	-	Scaffold	-	-	Yes	13/11/2019	ASM966005v1	GCA_009660055.1	-	HIgher species not available
1	Varecia variegata	9455	-	Chromosome	-	-	Yes	10/02/2023	Varecia_variegata_HiC	GCA_028533085.1	-	
1	Vicugna pacos	30538	-	Scaffold	NCBI eukaryotic genome annotation pipeline	-	Yes	15/07/2019	VicPac3.2	GCA_000164845.5	GCF_000164845.4	
3	Vicugna vicugna mensalis	273917	-	Scaffold	-	-	Yes	02/06/2020	ASM1326549v1	GCA_013265495.1	-	Higher species not available
1	Vombatus ursinus	29139	-	Scaffold	NCBI Annotation Release 100	C:96.0%[S:87.3%,D:8.7%],F:1.2%,M:2.7%,n:9226	Yes	10/12/2018	bare-nosed wombat genome assembly	GCA_900497805.2	GCF_900497805.2	
1	Vulpes ferrilata	561074	-	Chromosome	-	-	Yes	01/08/2022	ASM2450048v1	GCA_024500485.1	-	
1	Vulpes lagopus	494514	-	Chromosome	NCBI Annotation Release 100	C:97.8%[S:95.0%,D:2.8%],F:0.4%,M:1.8%,n:14502	Yes	12/05/2021	ASM1834538v1	GCA_018345385.1	GCF_018345385.1	
1	Vulpes vulpes	9627	-	Scaffold	NCBI Annotation Release 100	C:96.5%[S:95.5%,D:1.1%],F:1.1%,M:2.3%,n:14502	Yes	25/05/2018	VulVul2.2	GCA_003160815.1	GCF_003160815.1	
1	Wallabia bicolor	9330	Partial	Contig	-	-	No	24/09/2021	ERS5079809 MarsupialExonCaptKit	GCA_904813435.1	-	Partial
1	Wyulda squamicaudata	175813	Partial	Contig	-	-	No	24/09/2021	ERS5079544 MarsupialExonCaptKit	GCA_904810785.1	-	Partial
1	Xerus inauris	234690	-	Scaffold	-	-	Yes	15/01/2019	XerIna_v1_BIUU	GCA_004024805.1	-	
1	Xerus rutilus	226860	-	Chromosome	-	-	Yes	16/02/2023	Xerus_rutilus_HiC	GCA_028644305.1	-	
1	Zalophus californianus	9704	-	Chromosome	NCBI Annotation Release 101	C:98.3%[S:94.1%,D:4.2%],F:0.4%,M:1.4%,n:14502	Yes	14/07/2020	mZalCal1.pri.v2	GCA_009762305.2	GCF_009762305.2	
1	Zapus hudsonius	160400	-	Scaffold	-	-	Yes	15/01/2019	ZapHud_v1_BIUU	GCA_004024765.1	-	
1	Ziphius cavirostris	9760	-	Scaffold	-	-	Yes	22/03/2019	ZipCav_v1_BIUU	GCA_004364475.1	-	
												
668												
13												
39												
720												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
